product_id,product_name,category,subcategory,brand,description,price,rating,stock,created_at
P00423,BrandA Electronics 423,Electronics,Smartphones,BrandA,"High-quality electronics product. Features durability, style, and value.",56.45,2.3,595,2026-04-16
P00424,Standard Fashion 424,Fashion,Men's Clothing,Standard,"High-quality fashion product. Features durability, style, and value.",915.44,2.4,624,2026-05-31
P00425,BrandE Beauty 425,Beauty,Fragrances,BrandE,"High-quality beauty product. Features durability, style, and value.",721.62,4.5,460,2026-06-06
P00426,BrandE Beauty 426,Beauty,Haircare,BrandE,"High-quality beauty product. Features durability, style, and value.",885.42,5.0,897,2026-03-01
P00427,BrandB Food 427,Food,Specialty,BrandB,"High-quality food product. Features durability, style, and value.",744.98,3.6,743,2026-06-23
P00428,BrandE Sports 428,Sports,Equipment,BrandE,"High-quality sports product. Features durability, style, and value.",278.1,4.4,70,2026-06-11
P00429,Elite Fashion 429,Fashion,Women's Clothing,Elite,"High-quality fashion product. Features durability, style, and value.",155.45,2.6,422,2026-06-14
P00430,Premium Sports 430,Sports,Athletic Wear,Premium,"High-quality sports product. Features durability, style, and value.",649.25,4.1,948,2026-03-18
P00431,Budget Toys 431,Toys,Puzzles,Budget,"High-quality toys product. Features durability, style, and value.",809.25,2.3,635,2026-05-20
P00432,BrandB Food 432,Food,Beverages,BrandB,"High-quality food product. Features durability, style, and value.",410.14,3.6,203,2026-05-11
P00433,Budget Sports 433,Sports,Accessories,Budget,"High-quality sports product. Features durability, style, and value.",606.12,3.4,825,2026-07-08
P00434,Premium Beauty 434,Beauty,Fragrances,Premium,"High-quality beauty product. Features durability, style, and value.",533.24,3.5,313,2026-04-29
P00435,Luxury Beauty 435,Beauty,Fragrances,Luxury,"High-quality beauty product. Features durability, style, and value.",206.64,4.7,4,2026-04-29
P00436,Standard Books 436,Books,Self-Help,Standard,"High-quality books product. Features durability, style, and value.",701.59,3.3,667,2026-04-04
P00437,BrandA Toys 437,Toys,Action Figures,BrandA,"High-quality toys product. Features durability, style, and value.",467.9,4.7,389,2026-07-06
P00438,BrandA Fashion 438,Fashion,Accessories,BrandA,"High-quality fashion product. Features durability, style, and value.",347.98,3.7,699,2026-07-17
P00439,BrandC Books 439,Books,Non-Fiction,BrandC,"High-quality books product. Features durability, style, and value.",948.55,3.4,62,2026-06-08
P00440,BrandE Sports 440,Sports,Accessories,BrandE,"High-quality sports product. Features durability, style, and value.",140.91,2.4,673,2026-07-27
P00441,Elite Beauty 441,Beauty,Fragrances,Elite,"High-quality beauty product. Features durability, style, and value.",480.42,3.6,51,2026-04-10
P00442,BrandB Toys 442,Toys,Action Figures,BrandB,"High-quality toys product. Features durability, style, and value.",198.97,3.1,985,2026-06-26
P00443,BrandB Food 443,Food,Organic,BrandB,"High-quality food product. Features durability, style, and value.",296.87,4.8,826,2026-06-01
P00444,Budget Sports 444,Sports,Athletic Wear,Budget,"High-quality sports product. Features durability, style, and value.",14.01,4.0,743,2026-05-31
P00445,Standard Home & Garden 445,Home & Garden,Kitchen,Standard,"High-quality home & garden product. Features durability, style, and value.",461.9,4.7,254,2026-04-14
P00446,Standard Books 446,Books,Non-Fiction,Standard,"High-quality books product. Features durability, style, and value.",54.94,3.1,686,2026-03-12
P00447,Standard Sports 447,Sports,Accessories,Standard,"High-quality sports product. Features durability, style, and value.",258.47,5.0,732,2026-02-27
P00448,BrandD Food 448,Food,Snacks,BrandD,"High-quality food product. Features durability, style, and value.",151.23,2.1,649,2026-07-07
P00449,BrandD Toys 449,Toys,Board Games,BrandD,"High-quality toys product. Features durability, style, and value.",887.49,3.8,198,2026-05-21
P00450,Elite Food 450,Food,Specialty,Elite,"High-quality food product. Features durability, style, and value.",213.02,2.9,816,2026-05-01
P00451,Premium Fashion 451,Fashion,Men's Clothing,Premium,"High-quality fashion product. Features durability, style, and value.",199.68,4.2,793,2026-07-27
P00452,BrandB Books 452,Books,Educational,BrandB,"High-quality books product. Features durability, style, and value.",548.83,2.5,992,2026-08-08
P00453,Standard Toys 453,Toys,Action Figures,Standard,"High-quality toys product. Features durability, style, and value.",200.65,3.6,838,2026-05-20
P00454,BrandD Sports 454,Sports,Footwear,BrandD,"High-quality sports product. Features durability, style, and value.",997.22,4.4,775,2026-07-20
P00455,BrandE Home & Garden 455,Home & Garden,Bedding,BrandE,"High-quality home & garden product. Features durability, style, and value.",680.76,3.0,137,2026-04-26
P00456,Luxury Electronics 456,Electronics,Laptops,Luxury,"High-quality electronics product. Features durability, style, and value.",380.53,2.4,201,2026-06-04
P00457,BrandB Home & Garden 457,Home & Garden,Kitchen,BrandB,"High-quality home & garden product. Features durability, style, and value.",158.91,4.5,796,2026-08-09
P00458,BrandA Fashion 458,Fashion,Women's Clothing,BrandA,"High-quality fashion product. Features durability, style, and value.",877.22,3.8,905,2026-06-24
P00459,Standard Toys 459,Toys,Action Figures,Standard,"High-quality toys product. Features durability, style, and value.",501.56,3.3,673,2026-05-19
P00460,BrandD Electronics 460,Electronics,Smartphones,BrandD,"High-quality electronics product. Features durability, style, and value.",225.34,3.6,11,2026-05-09
P00461,BrandA Sports 461,Sports,Footwear,BrandA,"High-quality sports product. Features durability, style, and value.",378.64,2.3,220,2026-03-27
P00462,BrandE Home & Garden 462,Home & Garden,Furniture,BrandE,"High-quality home & garden product. Features durability, style, and value.",945.58,3.6,806,2026-07-07
P00463,BrandE Home & Garden 463,Home & Garden,Furniture,BrandE,"High-quality home & garden product. Features durability, style, and value.",751.89,2.1,984,2026-02-24
P00464,BrandB Home & Garden 464,Home & Garden,Furniture,BrandB,"High-quality home & garden product. Features durability, style, and value.",130.34,4.1,655,2026-05-20
P00465,BrandE Books 465,Books,Non-Fiction,BrandE,"High-quality books product. Features durability, style, and value.",340.09,3.2,351,2026-04-26
P00466,Budget Electronics 466,Electronics,Accessories,Budget,"High-quality electronics product. Features durability, style, and value.",496.35,3.2,490,2026-07-02
P00467,Budget Sports 467,Sports,Accessories,Budget,"High-quality sports product. Features durability, style, and value.",859.15,3.2,485,2026-06-16
P00468,Budget Electronics 468,Electronics,Laptops,Budget,"High-quality electronics product. Features durability, style, and value.",431.97,4.8,951,2026-04-02
P00469,BrandC Fashion 469,Fashion,Shoes,BrandC,"High-quality fashion product. Features durability, style, and value.",193.25,3.4,613,2026-03-15
P00470,BrandC Toys 470,Toys,Board Games,BrandC,"High-quality toys product. Features durability, style, and value.",904.03,2.6,558,2026-07-12
P00471,Standard Books 471,Books,Educational,Standard,"High-quality books product. Features durability, style, and value.",106.29,3.2,936,2026-03-01
P00472,BrandE Electronics 472,Electronics,Smartphones,BrandE,"High-quality electronics product. Features durability, style, and value.",700.22,3.3,112,2026-07-23
P00473,BrandD Fashion 473,Fashion,Women's Clothing,BrandD,"High-quality fashion product. Features durability, style, and value.",215.25,2.2,943,2026-06-30
P00474,Elite Sports 474,Sports,Equipment,Elite,"High-quality sports product. Features durability, style, and value.",666.4,2.1,327,2026-08-08
P00475,Elite Sports 475,Sports,Athletic Wear,Elite,"High-quality sports product. Features durability, style, and value.",14.8,4.0,3,2026-08-13
P00476,BrandB Books 476,Books,Fiction,BrandB,"High-quality books product. Features durability, style, and value.",537.79,3.9,313,2026-04-26
P00477,Budget Food 477,Food,Beverages,Budget,"High-quality food product. Features durability, style, and value.",149.71,3.8,222,2026-04-19
P00478,Luxury Fashion 478,Fashion,Shoes,Luxury,"High-quality fashion product. Features durability, style, and value.",586.65,3.9,5,2026-03-27
P00479,Luxury Books 479,Books,Self-Help,Luxury,"High-quality books product. Features durability, style, and value.",95.7,2.1,60,2026-06-27
P00480,BrandE Electronics 480,Electronics,Accessories,BrandE,"High-quality electronics product. Features durability, style, and value.",252.22,2.5,282,2026-05-26
P00481,Budget Books 481,Books,Non-Fiction,Budget,"High-quality books product. Features durability, style, and value.",119.44,3.3,955,2026-05-01
P00482,BrandD Sports 482,Sports,Accessories,BrandD,"High-quality sports product. Features durability, style, and value.",449.33,4.4,33,2026-03-31
P00483,BrandA Toys 483,Toys,Building Blocks,BrandA,"High-quality toys product. Features durability, style, and value.",221.49,4.5,369,2026-07-13
P00484,BrandB Fashion 484,Fashion,Accessories,BrandB,"High-quality fashion product. Features durability, style, and value.",111.7,4.4,147,2026-03-21
P00485,Elite Books 485,Books,Non-Fiction,Elite,"High-quality books product. Features durability, style, and value.",145.65,2.7,191,2026-06-20
P00486,Premium Electronics 486,Electronics,Accessories,Premium,"High-quality electronics product. Features durability, style, and value.",825.84,4.7,817,2026-08-08
P00487,Elite Electronics 487,Electronics,Laptops,Elite,"High-quality electronics product. Features durability, style, and value.",921.93,4.5,385,2026-04-06
P00488,BrandD Fashion 488,Fashion,Accessories,BrandD,"High-quality fashion product. Features durability, style, and value.",817.54,3.0,269,2026-04-12
P00489,Elite Toys 489,Toys,Action Figures,Elite,"High-quality toys product. Features durability, style, and value.",498.55,4.5,984,2026-03-10
P00490,BrandA Electronics 490,Electronics,Accessories,BrandA,"High-quality electronics product. Features durability, style, and value.",944.06,4.8,351,2026-06-13
P00491,BrandA Beauty 491,Beauty,Skincare,BrandA,"High-quality beauty product. Features durability, style, and value.",217.95,2.6,543,2026-03-02
P00492,Elite Food 492,Food,Snacks,Elite,"High-quality food product. Features durability, style, and value.",164.11,3.7,465,2026-06-17
P00493,Standard Food 493,Food,Specialty,Standard,"High-quality food product. Features durability, style, and value.",629.4,2.7,498,2026-04-01
P00494,BrandB Toys 494,Toys,Action Figures,BrandB,"High-quality toys product. Features durability, style, and value.",249.25,3.8,154,2026-07-20
P00495,Premium Home & Garden 495,Home & Garden,Furniture,Premium,"High-quality home & garden product. Features durability, style, and value.",487.84,2.2,113,2026-05-19
P00496,Budget Fashion 496,Fashion,Shoes,Budget,"High-quality fashion product. Features durability, style, and value.",917.7,2.0,791,2026-04-14
P00497,Luxury Home & Garden 497,Home & Garden,Bedding,Luxury,"High-quality home & garden product. Features durability, style, and value.",524.09,2.5,677,2026-02-26
P00498,BrandC Fashion 498,Fashion,Shoes,BrandC,"High-quality fashion product. Features durability, style, and value.",79.53,2.5,654,2026-07-01
P00499,BrandB Toys 499,Toys,Building Blocks,BrandB,"High-quality toys product. Features durability, style, and value.",977.6,2.0,184,2026-06-30
P00500,Standard Beauty 500,Beauty,Fragrances,Standard,"High-quality beauty product. Features durability, style, and value.",642.11,3.6,231,2026-02-24
